Member_name,verb_type,Calss ID
telex,Verbs of Communication,instr_communication-37.4.1
wire,Verbs of Communication,instr_communication-37.4.1
wireless,Verbs of Communication,instr_communication-37.4.1
aim,Verbs of Intending,intend-61.2
follow-up,Verbs of Interacting,interact-36.6
follow-through,Verbs of Interacting,interact-36.6
go-steady,Verbs of Interacting,interact-36.6
go-out,Verbs of Interacting,interact-36.6
interact,Verbs of Interacting,interact-36.6
hook-up,Verbs of Interacting,interact-36.6
split-up,Verbs of Interacting,interact-36.6
cross-examine,Verbs of Communication,interrogate-37.1.3
question,Verbs of Communication,interrogate-37.1.3
interview,Verbs of Communication,interrogate-37.1.3
interrogate,Verbs of Communication,interrogate-37.1.3
buy,Verbs of Investing,invest-13.5.4
speculate,Verbs of Investing,invest-13.5.4
canvass,Verbs of Searching,investigate-35.4
explore,Verbs of Searching,investigate-35.4
examine,Verbs of Searching,investigate-35.4
frisk,Verbs of Searching,investigate-35.4
inspect,Verbs of Searching,investigate-35.4
investigate,Verbs of Searching,investigate-35.4
monitor,Verbs of Searching,investigate-35.4
observe,Verbs of Searching,investigate-35.4
picket,Verbs of Searching,investigate-35.4
quiz,Verbs of Searching,investigate-35.4
raid,Verbs of Searching,investigate-35.4
ransack,Verbs of Searching,investigate-35.4
riffle,Verbs of Searching,investigate-35.4
scan,Verbs of Searching,investigate-35.4
scrutinize,Verbs of Searching,investigate-35.4
surveil,Verbs of Searching,investigate-35.4
survey,Verbs of Searching,investigate-35.4
tap,Verbs of Searching,investigate-35.4
test,Verbs of Searching,investigate-35.4
tour,Verbs of Searching,investigate-35.4
involve,Involve Verbs,involve-107.1
engage,Involve Verbs,involve-107.1
relate,Involve Verbs,involve-107.1
include,Involve Verbs,involve-107.1
enroll,Involve Verbs,involve-107.1
abuse,Judgment Verbs,judgment-33.1
assault,Judgment Verbs,judgment-33.1
backbite,Judgment Verbs,judgment-33.1
badmouth,Judgment Verbs,judgment-33.1
blame,Judgment Verbs,judgment-33.1
blaspheme,Judgment Verbs,judgment-33.1
condone,Judgment Verbs,judgment-33.1
find_fault_with,Judgment Verbs,judgment-33.1
gibe,Judgment Verbs,judgment-33.1
imprecate,Judgment Verbs,judgment-33.1
slang,Judgment Verbs,judgment-33.1
hoard,Hold and Keep Verbs,keep-15.2
hold,Hold and Keep Verbs,keep-15.2
keep,Hold and Keep Verbs,keep-15.2
leave,Hold and Keep Verbs,keep-15.2
store,Hold and Keep Verbs,keep-15.2
stock,Hold and Keep Verbs,keep-15.2
stockpile,Hold and Keep Verbs,keep-15.2
ball,Verbs of Creation and Transformation,knead-26.5
beat,Verbs of Creation and Transformation,knead-26.5
bend,Verbs of Creation and Transformation,knead-26.5
coil,Verbs of Creation and Transformation,knead-26.5
collect,Verbs of Creation and Transformation,knead-26.5
compress,Verbs of Creation and Transformation,knead-26.5
contort,Verbs of Creation and Transformation,knead-26.5
curve,Verbs of Creation and Transformation,knead-26.5
distort,Verbs of Creation and Transformation,knead-26.5
fold,Verbs of Creation and Transformation,knead-26.5
flex,Verbs of Creation and Transformation,knead-26.5
flux,Verbs of Creation and Transformation,knead-26.5
knead,Verbs of Creation and Transformation,knead-26.5
melt,Verbs of Creation and Transformation,knead-26.5
shake,Verbs of Creation and Transformation,knead-26.5
squash,Verbs of Creation and Transformation,knead-26.5
squeeze,Verbs of Creation and Transformation,knead-26.5
squish,Verbs of Creation and Transformation,knead-26.5
twirl,Verbs of Creation and Transformation,knead-26.5
twist,Verbs of Creation and Transformation,knead-26.5
wad,Verbs of Creation and Transformation,knead-26.5
whip,Verbs of Creation and Transformation,knead-26.5
wind,Verbs of Creation and Transformation,knead-26.5
work,Verbs of Creation and Transformation,knead-26.5
abandon,Verbs of Motion,leave-51.2
let,Let and Permit Verbs,let-64.2
beam,Verbs of Emission,light_emission-43.1
blaze,Verbs of Emission,light_emission-43.1
blink,Verbs of Emission,light_emission-43.1
burn,Verbs of Emission,light_emission-43.1
flame,Verbs of Emission,light_emission-43.1
flare,Verbs of Emission,light_emission-43.1
flash,Verbs of Emission,light_emission-43.1
flicker,Verbs of Emission,light_emission-43.1
fluoresce,Verbs of Emission,light_emission-43.1
glare,Verbs of Emission,light_emission-43.1
gleam,Verbs of Emission,light_emission-43.1
glimmer,Verbs of Emission,light_emission-43.1
glint,Verbs of Emission,light_emission-43.1
glisten,Verbs of Emission,light_emission-43.1
glitter,Verbs of Emission,light_emission-43.1
glow,Verbs of Emission,light_emission-43.1
incandesce,Verbs of Emission,light_emission-43.1
scintillate,Verbs of Emission,light_emission-43.1
shimmer,Verbs of Emission,light_emission-43.1
shine,Verbs of Emission,light_emission-43.1
sparkle,Verbs of Emission,light_emission-43.1
twinkle,Verbs of Emission,light_emission-43.1
confine,Limit Verbs,limit-76
limit,Limit Verbs,limit-76
reduce,Limit Verbs,limit-76
restrict,Limit Verbs,limit-76
restrain,Limit Verbs,limit-76
constrain,Limit Verbs,limit-76
dally,Verbs of Lingering and Rushing,linger-53.1
dawdle,Verbs of Lingering and Rushing,linger-53.1
dither,Verbs of Lingering and Rushing,linger-53.1
equivocate,Verbs of Lingering and Rushing,linger-53.1
hesitate,Verbs of Lingering and Rushing,linger-53.1
linger,Verbs of Lingering and Rushing,linger-53.1
loaf,Verbs of Lingering and Rushing,linger-53.1
loiter,Verbs of Lingering and Rushing,linger-53.1
pause,Verbs of Lingering and Rushing,linger-53.1
potter,Verbs of Lingering and Rushing,linger-53.1
putter,Verbs of Lingering and Rushing,linger-53.1
tarry,Verbs of Lingering and Rushing,linger-53.1
dwell,Lodge Verbs,lodge-46
guest,Lodge Verbs,lodge-46
live,Lodge Verbs,lodge-46
reside,Lodge Verbs,lodge-46
shack_up,Lodge Verbs,lodge-46
sleep_over,Lodge Verbs,lodge-46
squat,Lodge Verbs,lodge-46
stay_over,Lodge Verbs,lodge-46
stop,Lodge Verbs,lodge-46
stay,Lodge Verbs,lodge-46
ache,Verbs of Desire,long-32.2
crave,Verbs of Desire,long-32.2
die,Verbs of Desire,long-32.2
fall,Verbs of Desire,long-32.2
hope,Verbs of Desire,long-32.2
hunger,Verbs of Desire,long-32.2
itch,Verbs of Desire,long-32.2
long,Verbs of Desire,long-32.2
pine,Verbs of Desire,long-32.2
pray,Verbs of Desire,long-32.2
wish,Verbs of Desire,long-32.2
allure,Verbs of Luring and Tempting,lure-59.3
attract,Verbs of Luring and Tempting,lure-59.3
bewitch,Verbs of Luring and Tempting,lure-59.3
cajole,Verbs of Luring and Tempting,lure-59.3
coax,Verbs of Luring and Tempting,lure-59.3
draw,Verbs of Luring and Tempting,lure-59.3
entice,Verbs of Luring and Tempting,lure-59.3
flatter,Verbs of Luring and Tempting,lure-59.3
inveigle,Verbs of Luring and Tempting,lure-59.3
lure,Verbs of Luring and Tempting,lure-59.3
seduce,Verbs of Luring and Tempting,lure-59.3
soothe,Verbs of Luring and Tempting,lure-59.3
sweet-talk,Verbs of Luring and Tempting,lure-59.3
win_over,Verbs of Luring and Tempting,lure-59.3
babble,Verbs of Communication,manner_speaking-37.3
bark,Verbs of Communication,manner_speaking-37.3
bawl,Verbs of Communication,manner_speaking-37.3
bellow,Verbs of Communication,manner_speaking-37.3
bleat,Verbs of Communication,manner_speaking-37.3
blubber,Verbs of Communication,manner_speaking-37.3
boom,Verbs of Communication,manner_speaking-37.3
bray,Verbs of Communication,manner_speaking-37.3
burble,Verbs of Communication,manner_speaking-37.3
bluster,Verbs of Communication,manner_speaking-37.3
cackle,Verbs of Communication,manner_speaking-37.3
call,Verbs of Communication,manner_speaking-37.3
carol,Verbs of Communication,manner_speaking-37.3
chant,Verbs of Communication,manner_speaking-37.3
chatter,Verbs of Communication,manner_speaking-37.3
chirp,Verbs of Communication,manner_speaking-37.3
chortle,Verbs of Communication,manner_speaking-37.3
chuckle,Verbs of Communication,manner_speaking-37.3
cluck,Verbs of Communication,manner_speaking-37.3
coo,Verbs of Communication,manner_speaking-37.3
croak,Verbs of Communication,manner_speaking-37.3
croon,Verbs of Communication,manner_speaking-37.3
crow,Verbs of Communication,manner_speaking-37.3
cry,Verbs of Communication,manner_speaking-37.3
drawl,Verbs of Communication,manner_speaking-37.3
drone,Verbs of Communication,manner_speaking-37.3
gabble,Verbs of Communication,manner_speaking-37.3
gasp,Verbs of Communication,manner_speaking-37.3
gibber,Verbs of Communication,manner_speaking-37.3
groan,Verbs of Communication,manner_speaking-37.3
growl,Verbs of Communication,manner_speaking-37.3
grumble,Verbs of Communication,manner_speaking-37.3
grunt,Verbs of Communication,manner_speaking-37.3
hiss,Verbs of Communication,manner_speaking-37.3
holler,Verbs of Communication,manner_speaking-37.3
hoot,Verbs of Communication,manner_speaking-37.3
howl,Verbs of Communication,manner_speaking-37.3
jabber,Verbs of Communication,manner_speaking-37.3
keen,Verbs of Communication,manner_speaking-37.3
lilt,Verbs of Communication,manner_speaking-37.3
lisp,Verbs of Communication,manner_speaking-37.3
mewl,Verbs of Communication,manner_speaking-37.3
moan,Verbs of Communication,manner_speaking-37.3
mumble,Verbs of Communication,manner_speaking-37.3
murmur,Verbs of Communication,manner_speaking-37.3
mutter,Verbs of Communication,manner_speaking-37.3
nasal,Verbs of Communication,manner_speaking-37.3
natter,Verbs of Communication,manner_speaking-37.3
pant,Verbs of Communication,manner_speaking-37.3
prattle,Verbs of Communication,manner_speaking-37.3
purr,Verbs of Communication,manner_speaking-37.3
quaver,Verbs of Communication,manner_speaking-37.3
rage,Verbs of Communication,manner_speaking-37.3
rant,Verbs of Communication,manner_speaking-37.3
rasp,Verbs of Communication,manner_speaking-37.3
roar,Verbs of Communication,manner_speaking-37.3
rumble,Verbs of Communication,manner_speaking-37.3
scream,Verbs of Communication,manner_speaking-37.3
screech,Verbs of Communication,manner_speaking-37.3
shout,Verbs of Communication,manner_speaking-37.3
shriek,Verbs of Communication,manner_speaking-37.3
sibilate,Verbs of Communication,manner_speaking-37.3
simper,Verbs of Communication,manner_speaking-37.3
sigh,Verbs of Communication,manner_speaking-37.3
sing,Verbs of Communication,manner_speaking-37.3
smatter,Verbs of Communication,manner_speaking-37.3
smile,Verbs of Communication,manner_speaking-37.3
snap,Verbs of Communication,manner_speaking-37.3
snarl,Verbs of Communication,manner_speaking-37.3
snivel,Verbs of Communication,manner_speaking-37.3
snuffle,Verbs of Communication,manner_speaking-37.3
splutter,Verbs of Communication,manner_speaking-37.3
squall,Verbs of Communication,manner_speaking-37.3
squawk,Verbs of Communication,manner_speaking-37.3
squeak,Verbs of Communication,manner_speaking-37.3
squeal,Verbs of Communication,manner_speaking-37.3
stammer,Verbs of Communication,manner_speaking-37.3
stemmer,Verbs of Communication,manner_speaking-37.3
stutter,Verbs of Communication,manner_speaking-37.3
thunder,Verbs of Communication,manner_speaking-37.3
tisk,Verbs of Communication,manner_speaking-37.3
trill,Verbs of Communication,manner_speaking-37.3
trumpet,Verbs of Communication,manner_speaking-37.3
twang,Verbs of Communication,manner_speaking-37.3
twitter,Verbs of Communication,manner_speaking-37.3
vociferate,Verbs of Communication,manner_speaking-37.3
wail,Verbs of Communication,manner_speaking-37.3
warble,Verbs of Communication,manner_speaking-37.3
wheeze,Verbs of Communication,manner_speaking-37.3
whimper,Verbs of Communication,manner_speaking-37.3
whine,Verbs of Communication,manner_speaking-37.3
whisper,Verbs of Communication,manner_speaking-37.3
whistle,Verbs of Communication,manner_speaking-37.3
witter,Verbs of Communication,manner_speaking-37.3
whoop,Verbs of Communication,manner_speaking-37.3
yammer,Verbs of Communication,manner_speaking-37.3
yap,Verbs of Communication,manner_speaking-37.3
yell,Verbs of Communication,manner_speaking-37.3
yelp,Verbs of Communication,manner_speaking-37.3
yodel,Verbs of Communication,manner_speaking-37.3
blare,Verbs of Communication,manner_speaking-37.3
gurgle,Verbs of Communication,manner_speaking-37.3
hum,Verbs of Communication,manner_speaking-37.3
court,Verbs of Social Interaction,marry-36.2
cuddle,Verbs of Social Interaction,marry-36.2
date,Verbs of Social Interaction,marry-36.2
divorce,Verbs of Social Interaction,marry-36.2
embrace,Verbs of Social Interaction,marry-36.2
hug,Verbs of Social Interaction,marry-36.2
kiss,Verbs of Social Interaction,marry-36.2
marry,Verbs of Social Interaction,marry-36.2
neck,Verbs of Social Interaction,marry-36.2
nuzzle,Verbs of Social Interaction,marry-36.2
pet,Verbs of Social Interaction,marry-36.2
ache,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
agonize,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
anger,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
anguish,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
approve,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
bask,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
beware,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
bleed,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
bother,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
care,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
cry,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
chafe,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
cheer,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
cringe,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
delight,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
despair,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
die,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
disapprove,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
enthuse,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
exult,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
fear,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
feel,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
flip_out,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
freak_out,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
fret,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
fume,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
gladden,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
gloat,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
glory,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
go_apeshit,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
go_ballistic,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
grieve,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
groove,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
hallucinate,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
hunger,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
hurt,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
lose_it,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
luxuriate,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
madden,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
marvel,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
mind,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
moon,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
mope,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
mourn,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
muse,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
obsess,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
puzzle,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
rage,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
react,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
reflect,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
rejoice,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
revel,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
ruminate,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
sadden,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
salivate,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
seethe,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
sicken,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
sorrow,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
start,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
stew,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
stress,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
suffer,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
sulk,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
swoon,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
tire,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
thrill,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
triumph,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
wallow,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
weary,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
weep,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
wonder,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
worry,"Psych-Verbs (Verbs of Psychological
State)",marvel-31.3
behave,Verbs with Predicative Complements,masquerade-29.6
count,Verbs with Predicative Complements,masquerade-29.6
function,Verbs with Predicative Complements,masquerade-29.6
masquerade,Verbs with Predicative Complements,masquerade-29.6
officiate,Verbs with Predicative Complements,masquerade-29.6
qualify,Verbs with Predicative Complements,masquerade-29.6
rank,Verbs with Predicative Complements,masquerade-29.6
matter,Matter Verbs,matter-91
count,Matter Verbs,matter-91
angle,Verbs of Existence,meander-47.7
cascade,Verbs of Existence,meander-47.7
crawl,Verbs of Existence,meander-47.7
crest,Verbs of Existence,meander-47.7
cross,Verbs of Existence,meander-47.7
cut,Verbs of Existence,meander-47.7
dive,Verbs of Existence,meander-47.7
edge,Verbs of Existence,meander-47.7
emerge,Verbs of Existence,meander-47.7
fall,Verbs of Existence,meander-47.7
go,Verbs of Existence,meander-47.7
lance,Verbs of Existence,meander-47.7
mount,Verbs of Existence,meander-47.7
pass,Verbs of Existence,meander-47.7
round,Verbs of Existence,meander-47.7
skirt,Verbs of Existence,meander-47.7
straggle,Verbs of Existence,meander-47.7
stretch,Verbs of Existence,meander-47.7
sweep,Verbs of Existence,meander-47.7
tumble,Verbs of Existence,meander-47.7
wander,Verbs of Existence,meander-47.7
weave,Verbs of Existence,meander-47.7
wind,Verbs of Existence,meander-47.7
range,Verbs of Existence,meander-47.7
veer,Verbs of Existence,meander-47.7
zag,Verbs of Existence,meander-47.7
zig,Verbs of Existence,meander-47.7
mine,Verbs of Removing,mine-10.9
quarry,Verbs of Removing,mine-10.9
bob,Verbs of Existence,modes_of_being_with_motion-47.3
bow,Verbs of Existence,modes_of_being_with_motion-47.3
circulate,Verbs of Existence,modes_of_being_with_motion-47.3
creep,Verbs of Existence,modes_of_being_with_motion-47.3
dance,Verbs of Existence,modes_of_being_with_motion-47.3
drift,Verbs of Existence,modes_of_being_with_motion-47.3
eddy,Verbs of Existence,modes_of_being_with_motion-47.3
falter,Verbs of Existence,modes_of_being_with_motion-47.3
flap,Verbs of Existence,modes_of_being_with_motion-47.3
float,Verbs of Existence,modes_of_being_with_motion-47.3
flutter,Verbs of Existence,modes_of_being_with_motion-47.3
hover,Verbs of Existence,modes_of_being_with_motion-47.3
jiggle,Verbs of Existence,modes_of_being_with_motion-47.3
joggle,Verbs of Existence,modes_of_being_with_motion-47.3
oscillate,Verbs of Existence,modes_of_being_with_motion-47.3
pulsate,Verbs of Existence,modes_of_being_with_motion-47.3
pulse,Verbs of Existence,modes_of_being_with_motion-47.3
quake,Verbs of Existence,modes_of_being_with_motion-47.3
quiver,Verbs of Existence,modes_of_being_with_motion-47.3
recirculate,Verbs of Existence,modes_of_being_with_motion-47.3
revolve,Verbs of Existence,modes_of_being_with_motion-47.3
rock,Verbs of Existence,modes_of_being_with_motion-47.3
rotate,Verbs of Existence,modes_of_being_with_motion-47.3
shake,Verbs of Existence,modes_of_being_with_motion-47.3
stir,Verbs of Existence,modes_of_being_with_motion-47.3
swag,Verbs of Existence,modes_of_being_with_motion-47.3
sway,Verbs of Existence,modes_of_being_with_motion-47.3
swirl,Verbs of Existence,modes_of_being_with_motion-47.3
teeter,Verbs of Existence,modes_of_being_with_motion-47.3
throb,Verbs of Existence,modes_of_being_with_motion-47.3
totter,Verbs of Existence,modes_of_being_with_motion-47.3
tremble,Verbs of Existence,modes_of_being_with_motion-47.3
undulate,Verbs of Existence,modes_of_being_with_motion-47.3
vacillate,Verbs of Existence,modes_of_being_with_motion-47.3
vibrate,Verbs of Existence,modes_of_being_with_motion-47.3
waft,Verbs of Existence,modes_of_being_with_motion-47.3
wave,Verbs of Existence,modes_of_being_with_motion-47.3
waver,Verbs of Existence,modes_of_being_with_motion-47.3
wiggle,Verbs of Existence,modes_of_being_with_motion-47.3
wobble,Verbs of Existence,modes_of_being_with_motion-47.3
worm,Verbs of Existence,modes_of_being_with_motion-47.3
writhe,Verbs of Existence,modes_of_being_with_motion-47.3
roil,Verbs of Existence,modes_of_being_with_motion-47.3
sum,Multiply Verbs,multiply-108
add,Multiply Verbs,multiply-108
tally,Multiply Verbs,multiply-108
count,Multiply Verbs,multiply-108
annihilate,Verbs of Killing,murder-42.1
assassinate,Verbs of Killing,murder-42.1
bushwhack,Verbs of Killing,murder-42.1
butcher,Verbs of Killing,murder-42.1
dispatch,Verbs of Killing,murder-42.1
eliminate,Verbs of Killing,murder-42.1
euthanize,Verbs of Killing,murder-42.1
execute,Verbs of Killing,murder-42.1
exterminate,Verbs of Killing,murder-42.1
immolate,Verbs of Killing,murder-42.1
liquidate,Verbs of Killing,murder-42.1
lynch,Verbs of Killing,murder-42.1
massacre,Verbs of Killing,murder-42.1
murder,Verbs of Killing,murder-42.1
off,Verbs of Killing,murder-42.1
slaughter,Verbs of Killing,murder-42.1
slay,Verbs of Killing,murder-42.1
disregard,Neglect Verbs,neglect-75.1
forgo,Neglect Verbs,neglect-75.1
forego,Neglect Verbs,neglect-75.1
ignore,Neglect Verbs,neglect-75.1
leave_out,Neglect Verbs,neglect-75.1
overleap,Neglect Verbs,neglect-75.1
overlook,Neglect Verbs,neglect-75.1
oar,Verbs of Motion,nonvehicle-51.4.2
paddle,Verbs of Motion,nonvehicle-51.4.2
pedal,Verbs of Motion,nonvehicle-51.4.2
ride,Verbs of Motion,nonvehicle-51.4.2
row,Verbs of Motion,nonvehicle-51.4.2
beam,Verbs Involving the Body,nonverbal_expression-40.2
blubber,Verbs Involving the Body,nonverbal_expression-40.2
cackle,Verbs Involving the Body,nonverbal_expression-40.2
chortle,Verbs Involving the Body,nonverbal_expression-40.2
chuckle,Verbs Involving the Body,nonverbal_expression-40.2
cough,Verbs Involving the Body,nonverbal_expression-40.2
cry,Verbs Involving the Body,nonverbal_expression-40.2
frown,Verbs Involving the Body,nonverbal_expression-40.2
gape,Verbs Involving the Body,nonverbal_expression-40.2
gasp,Verbs Involving the Body,nonverbal_expression-40.2
gawk,Verbs Involving the Body,nonverbal_expression-40.2
giggle,Verbs Involving the Body,nonverbal_expression-40.2
glare,Verbs Involving the Body,nonverbal_expression-40.2
glower,Verbs Involving the Body,nonverbal_expression-40.2
goggle,Verbs Involving the Body,nonverbal_expression-40.2
grimace,Verbs Involving the Body,nonverbal_expression-40.2
grin,Verbs Involving the Body,nonverbal_expression-40.2
groan,Verbs Involving the Body,nonverbal_expression-40.2
growl,Verbs Involving the Body,nonverbal_expression-40.2
guffaw,Verbs Involving the Body,nonverbal_expression-40.2
howl,Verbs Involving the Body,nonverbal_expression-40.2
jeer,Verbs Involving the Body,nonverbal_expression-40.2
laugh,Verbs Involving the Body,nonverbal_expression-40.2
lour,Verbs Involving the Body,nonverbal_expression-40.2
moan,Verbs Involving the Body,nonverbal_expression-40.2
pout,Verbs Involving the Body,nonverbal_expression-40.2
scoff,Verbs Involving the Body,nonverbal_expression-40.2
scowl,Verbs Involving the Body,nonverbal_expression-40.2
sigh,Verbs Involving the Body,nonverbal_expression-40.2
simper,Verbs Involving the Body,nonverbal_expression-40.2
smile,Verbs Involving the Body,nonverbal_expression-40.2
smirk,Verbs Involving the Body,nonverbal_expression-40.2
sneer,Verbs Involving the Body,nonverbal_expression-40.2
snicker,Verbs Involving the Body,nonverbal_expression-40.2
sniff,Verbs Involving the Body,nonverbal_expression-40.2
snigger,Verbs Involving the Body,nonverbal_expression-40.2
snivel,Verbs Involving the Body,nonverbal_expression-40.2
snore,Verbs Involving the Body,nonverbal_expression-40.2
snort,Verbs Involving the Body,nonverbal_expression-40.2
sob,Verbs Involving the Body,nonverbal_expression-40.2
titter,Verbs Involving the Body,nonverbal_expression-40.2
weep,Verbs Involving the Body,nonverbal_expression-40.2
whistle,Verbs Involving the Body,nonverbal_expression-40.2
yawn,Verbs Involving the Body,nonverbal_expression-40.2
hem,Verbs Involving the Body,nonverbal_expression-40.2
accept,Verbs of Change of Possession,obtain-13.5.2
accrue,Verbs of Change of Possession,obtain-13.5.2
accumulate,Verbs of Change of Possession,obtain-13.5.2
appropriate,Verbs of Change of Possession,obtain-13.5.2
arrogate,Verbs of Change of Possession,obtain-13.5.2
borrow,Verbs of Change of Possession,obtain-13.5.2
cadge,Verbs of Change of Possession,obtain-13.5.2
commandeer,Verbs of Change of Possession,obtain-13.5.2
collect,Verbs of Change of Possession,obtain-13.5.2
exact,Verbs of Change of Possession,obtain-13.5.2
grab,Verbs of Change of Possession,obtain-13.5.2
hijack,Verbs of Change of Possession,obtain-13.5.2
inherit,Verbs of Change of Possession,obtain-13.5.2
make,Verbs of Change of Possession,obtain-13.5.2
receive,Verbs of Change of Possession,obtain-13.5.2
recoup,Verbs of Change of Possession,obtain-13.5.2
recover,Verbs of Change of Possession,obtain-13.5.2
regain,Verbs of Change of Possession,obtain-13.5.2
retrieve,Verbs of Change of Possession,obtain-13.5.2
seize,Verbs of Change of Possession,obtain-13.5.2
select,Verbs of Change of Possession,obtain-13.5.2
snatch,Verbs of Change of Possession,obtain-13.5.2
source,Verbs of Change of Possession,obtain-13.5.2
subselect,Verbs of Change of Possession,obtain-13.5.2
take_over,Verbs of Change of Possession,obtain-13.5.2
go_on,Verbs of Occurring and Happening,occur-48.3
fall,Verbs of Occurring and Happening,occur-48.3
recur,Verbs of Occurring and Happening,occur-48.3
take_place,Verbs of Occurring and Happening,occur-48.3
orbit,Orbit and Revolve Verbss,orbit-51.9.2
revolve,Orbit and Revolve Verbss,orbit-51.9.2
rotate,Orbit and Revolve Verbss,orbit-51.9.2
twirl,Orbit and Revolve Verbss,orbit-51.9.2
announce,Order Verbs,order-58.3
demand,Order Verbs,order-58.3
mandate,Order Verbs,order-58.3
apprentice,Verbs with Predicative Complements,orphan-29.7
beggar,Verbs with Predicative Complements,orphan-29.7
cripple,Verbs with Predicative Complements,orphan-29.7
cuckold,Verbs with Predicative Complements,orphan-29.7
knight,Verbs with Predicative Complements,orphan-29.7
martyr,Verbs with Predicative Complements,orphan-29.7
orphan,Verbs with Predicative Complements,orphan-29.7
outlaw,Verbs with Predicative Complements,orphan-29.7
pauper,Verbs with Predicative Complements,orphan-29.7
recruit,Verbs with Predicative Complements,orphan-29.7
whore,Verbs with Predicative Complements,orphan-29.7
widow,Verbs with Predicative Complements,orphan-29.7
abate,Verbs of Change of State,other_cos-45.4
abbreviate,Verbs of Change of State,other_cos-45.4
abrade,Verbs of Change of State,other_cos-45.4
abridge,Verbs of Change of State,other_cos-45.4
accelerate,Verbs of Change of State,other_cos-45.4
acetify,Verbs of Change of State,other_cos-45.4
